CustomerID,Recency,Frequency,Monetary,Predicted_CLV,CLV_Segment
      12417,3,9,3649.1,6682.612611704273,High Value
      12418,113,1,668.58,-1493.8449861227195,Low Value
      12420,64,1,600.39,-2097.4108783460933,Low Value
      12421,16,4,807.04,885.6164397674415,Medium Value
      12422,96,3,803.5600000000001,679.6049616676087,Medium Value
      12423,1,7,1525.49,4275.126909786513,High Value
      12424,163,2,1760.96,313.4637570595346,Medium Value
      12425,78,1,777.2,-1924.9634805679866,Low Value
      12426,195,1,582.73,-483.79594199380745,Medium Value
      12427,22,3,825.8,-231.90271230238477,Medium Value
      12428,26,9,7888.96,6965.919050911163,High Value
      12429,9,4,3656.8,799.3927408783879,Medium Value
      12430,43,1,256.4,-2356.081975013254,Low Value
      12431,36,15,6482.41,14237.646841743897,High Value
      12432,43,5,5059.32,2409.6187437428057,High Value
      12433,1,7,13161.79,4275.126909786513,High Value
      12434,85,2,806.14,-647.3146019899182,Low Value
      12435,80,2,7829.89,-708.9029583392426,Low Value
      12436,100,1,509.01,-1653.9747126309617,Low Value
      12437,2,18,4951.41,17393.121557635543,High Value
      12438,14,2,2906.85,-1521.8692621503178,Low Value
      12441,367,1,173.55,1634.8435164229345,High Value
      12442,3,1,172.06,-2848.788825807845,Low Value
      12444,21,5,4985.66,2138.62997580578,High Value
      12445,22,1,133.4,-2614.753071680414,Low Value
      12446,58,1,1002.3100000000001,-2171.3169059652823,Low Value
      12447,243,1,476.49,107.45227895970174,Medium Value
      12448,44,1,449.45,-2343.764303743389,Low Value
      12449,22,4,4007.89,959.5224673866301,Medium Value
      12450,156,2,197.88,227.240058170481,Medium Value
      12451,11,5,9017.039999999999,2015.453263107133,High Value
      12452,17,2,430.57,-1484.916248340723,Low Value
      12453,134,1,707.09,-1235.1738894555588,Low Value
      12454,56,1,3528.34,-2195.952248505012,Low Value
      12455,73,6,2466.86,3970.574061527763,High Value
      12456,44,3,3181.04,39.08605563464016,Medium Value
      12457,66,7,2358.19,5075.775542327725,High Value
      12458,71,2,947.4,-819.7619997680254,Low Value
      12461,94,2,826.88,-536.4555605611354,Low Value
      12462,19,2,1189.59,-1460.2809058009939,Low Value
      12463,53,4,1344.78,1341.3702767524387,Medium Value
      12464,10,8,1212.05,5577.411130904311,High Value
      12465,17,2,737.15,-1484.916248340723,Low Value
      12468,188,2,729.5400000000001,621.4055388061538,Medium Value
      12471,2,30,19824.05,31690.22371390372,High Value
      12472,32,7,5090.31,4656.974719152322,High Value
      12473,29,5,3933.99,2237.1713459646985,High Value
      12474,17,18,7373.51,17577.886626683514,High Value
      12475,54,1,723.38,-2220.587591044741,Low Value
      12476,16,11,6801.3,9225.592697590546,High Value
      12477,23,6,12814.74,3354.690498034525,High Value
      12478,4,1,680.99,-2836.4711545379805,Low Value
      12479,11,1,507.4,-2750.247455648927,Low Value
      12480,28,4,3281.63,1033.4284950058186,Medium Value
      12481,23,10,5596.32,8120.391216790584,High Value
      12483,17,8,2484.98,5663.6348297933655,High Value
      12484,33,6,4492.46,3477.8672107331727,High Value
      12488,10,3,1298.66,-379.71476754076184,Medium Value
      12489,336,1,334.93,1252.9957070571259,Medium Value
      12490,5,10,5417.93,7898.673133933018,High Value
      12491,39,1,460.40000000000003,-2405.352660092713,Low Value
      12492,63,2,263.21000000000004,-918.3033699269436,Low Value
      12493,166,2,433.74,350.41677086912887,Medium Value
      12494,16,7,1233.5,4459.8919788344865,High Value
      12497,82,1,1043.1,-1875.6927954885273,Low Value
      12498,21,3,403.70000000000005,-244.22038357224937,Medium Value
      12500,23,11,4257.82,9311.816396479599,High Value
      12501,337,1,2139.09,1265.313378326991,Medium Value
      12502,96,4,3168.72,1871.0301413566235,High Value
      12504,18,2,482.04999999999995,-1472.5985770708585,Low Value
      12506,233,1,73.5,-15.724433738946118,Medium Value
      12507,134,3,1304.81,1147.676469922471,Medium Value
      12508,26,2,398.27,-1374.0572069119403,Low Value
      12509,284,1,176.5,612.4768010241573,Medium Value
      12510,143,2,982.5699999999999,67.11033166223888,Medium Value
      12512,66,2,138.03,-881.3503561173493,Low Value
      12513,113,1,612.29,-1493.8449861227195,Low Value
      12514,267,1,1017.68,403.0763894364559,Medium Value
      12515,353,1,383.7,1462.3961186448273,Medium Value
      12516,78,2,1312.06,-733.5383008789718,Low Value
      12517,28,5,2496.09,2224.8536746948334,High Value
      12518,1,5,2051.85,1892.276550408485,High Value
      12519,64,1,340.84,-2097.4108783460933,Low Value
      12520,79,5,2550.74,2853.054909457938,High Value
      12521,143,1,599.68,-1124.314848026776,Low Value
      12522,39,2,192.72,-1213.9274804036982,Low Value
      12523,19,11,1789.77,9262.54571140014,High Value
      12524,9,8,4485.72,5565.093459634447,High Value
      12526,1,3,1316.66,-490.5738089695451,Medium Value
      12527,82,3,348.71000000000004,507.1575638895024,Medium Value
      12528,9,6,1933.48,3182.2431002564176,High Value
      12530,60,4,1657.24,1427.5939756414923,Medium Value
      12531,15,1,125.22,-2700.9767705694676,Low Value
      12532,30,1,349.83000000000004,-2516.2117015214963,Low Value
      12534,131,1,1089.18,-1272.1269032651535,Low Value
      12535,92,2,716.35,-561.090903100865,Low Value
      12536,43,3,12601.830000000002,26.76838436477601,Medium Value
      12538,29,1,363.95,-2528.529372791361,Low Value
      12539,22,4,5568.35,959.5224673866301,Medium Value
      12540,20,17,13364.539999999999,16423.414460804095,High Value
      12541,30,3,981.18,-133.36134214346612,Medium Value
      12544,36,1,372.7,-2442.3056739023073,Low Value
      12545,75,2,1000.39,-770.491314688566,Low Value
      12546,47,2,1161.5,-1115.38611024478,Low Value
      12547,198,2,207.79999999999998,744.5822515048017,Medium Value
      12548,166,1,95.19999999999999,-841.008408819886,Low Value
      12550,79,1,964.83,-1912.645809298122,Low Value
      12551,358,1,168.0,1523.9844749941517,High Value
      12552,39,2,418.02,-1213.9274804036982,Low Value
      12553,8,10,3653.16,7935.626147742612,High Value
      12556,50,2,594.35,-1078.4330964351857,Low Value
      12557,16,5,11990.960000000001,2077.0416194564564,High Value
      12558,8,1,269.96,-2787.200469458521,Low Value
      12559,311,2,561.71,2136.4791049995215,High Value
      12560,5,3,2134.01,-441.30312389008577,Medium Value
      12561,303,1,238.85,846.5125551515889,Medium Value
      12562,8,7,3781.7400000000002,4361.350608675568,High Value
      12564,261,1,456.9,329.17036181726735,Medium Value
      12565,289,1,145.92,674.0651573734817,Medium Value
      12566,86,1,351.65,-1826.4221104090684,Low Value
      12567,23,10,9391.38,8120.391216790584,High Value
      12569,2,32,4085.09,34073.07407328175,High Value
      12571,40,2,519.61,-1201.6098091338336,Low Value
      12572,9,2,1020.42,-1583.4576184996417,Low Value
      12573,227,1,155.5,-89.63046135813465,Medium Value
      12574,316,1,218.45,1006.6422816598301,Medium Value
      12576,36,5,1296.03,2323.395044853752,High Value
      12577,35,3,656.5,-71.77298579414264,Medium Value
      12578,21,2,2794.51,-1435.6455632612642,Low Value
      12579,78,1,440.42,-1924.9634805679866,Low Value
      12580,247,1,415.7,156.72296403916107,Medium Value
      12581,40,1,197.71,-2393.0349888228484,Low Value
      12582,239,2,511.36,1249.6067735692573,Medium Value
      12583,3,15,7281.38,13831.16368983836,High Value
      12584,4,9,2278.75,6694.930282974137,High Value
      12585,234,2,2040.1,1188.0184172199338,Medium Value
      12586,17,1,196.94000000000003,-2676.3414280297384,Low Value
      12587,8,1,144.0,-2787.200469458521,Low Value
      12588,39,1,214.89999999999998,-2405.352660092713,Low Value
      12589,29,2,636.68,-1337.104193102346,Low Value
      12590,211,2,9864.26,904.7119780130438,Medium Value
      12591,317,1,452.84999999999997,1018.9599529296952,Medium Value
      12592,92,2,437.6,-561.090903100865,Low Value
      12593,109,3,418.09999999999997,839.7346881758508,Medium Value
      12594,38,10,3338.2200000000003,8305.156285838555,High Value
      12596,51,2,618.27,-1066.115425165321,Low Value
      12597,19,4,3811.22,922.5694535770358,Medium Value
      12598,10,8,3023.08,5577.411130904311,High Value
      12599,29,7,1032.58,4620.021705342728,High Value
      12600,29,10,2599.04,8194.297244409772,High Value
      12601,190,5,577.0600000000001,4220.316420412928,High Value
      12602,59,1,153.12,-2158.9992346954177,Low Value
      12603,22,1,739.1999999999999,-2614.753071680414,Low Value
      12604,79,2,254.18,-721.2206296091072,Low Value
      12607,60,1,1579.51,-2146.6815634255527,Low Value
      12609,78,3,1103.45,457.8868788100431,Medium Value
      12610,23,5,2099.54,2163.26531834551,High Value
      12611,52,1,1193.32,-2245.222933584471,Low Value
      12612,74,1,704.0400000000001,-1974.234165647446,Low Value
      12613,57,3,2698.48,199.2157821428823,Medium Value
      12614,278,1,315.6,538.5707734049688,Medium Value
      12615,2,4,2291.19,713.1690419893343,Medium Value
      12616,95,2,713.3,-524.1378892912703,Medium Value
      12617,29,1,355.53,-2528.529372791361,Low Value
      12618,22,1,177.31,-2614.753071680414,Low Value
      12619,16,9,3636.2,6842.742338212516,High Value
      12620,15,3,1296.21,-318.1264111914379,Medium Value
      12621,2,20,13689.67,19775.971917013572,High Value
      12622,232,1,180.1,-28.042105008810722,Medium Value
      12623,276,1,305.1,513.9354308652396,Medium Value
      12624,106,2,641.13,-388.6435053227583,Medium Value
      12625,212,2,2678.78,917.0296492829079,Medium Value
      12626,23,9,6620.48,6928.966037101569,High Value
      12627,11,7,4478.53,4398.303622485162,High Value
      12628,4,3,786.46,-453.6207951599504,Medium Value
      12630,10,2,1233.38,-1571.1399472297767,Low Value
      12631,57,1,640.5,-2183.634577235147,Low Value
      12633,59,4,2154.62,1415.2763043716272,Medium Value
      12635,90,2,1689.18,-585.7262456405947,Low Value
      12637,67,8,6002.01,6279.518393286604,High Value
      12638,33,1,662.3299999999999,-2479.258687711902,Low Value
      12639,239,1,486.1,58.18159388024242,Medium Value
      12640,24,3,1174.58,-207.2673697626551,Medium Value
      12641,115,1,185.9,-1469.2096435829899,Low Value
      12642,25,3,1013.26,-194.94969849279005,Medium Value
      12643,128,6,3344.64,4648.0459813703255,High Value
      12644,130,1,477.91,-1284.444574535018,Low Value
      12645,34,4,1775.18,1107.334522625008,Medium Value
      12646,5,2,1346.97,-1632.7283035791006,Low Value
      12647,22,12,3722.82,10490.92390489875,High Value
      12648,155,1,318.05,-976.5027927883989,Low Value
      12649,107,3,623.51,815.0993456361216,Medium Value
      12650,3,1,314.44,-2848.788825807845,Low Value
      12651,335,1,114.0,1240.6780357872617,Medium Value
      12652,331,1,902.28,1191.4073507078024,Medium Value
      12653,149,2,2189.45,141.0163592814274,Medium Value
      12654,11,5,601.98,2015.453263107133,High Value
      12656,17,5,4051.17,2089.3592907263214,High Value
      12657,11,4,1643.18,824.0280834181181,Medium Value
      12658,19,1,686.05,-2651.7060854900087,Low Value
      12659,30,1,91.68,-2516.2117015214963,Low Value
      12660,11,1,245.1,-2750.247455648927,Low Value
      12662,1,11,3849.78,9040.827628542573,High Value
      12664,8,9,4881.88,6744.2009680535975,High Value
      12665,325,1,63.0,1117.501323088613,Medium Value
      12667,58,1,620.13,-2171.3169059652823,Low Value
      12668,12,4,3798.75,836.3457546879822,Medium Value
      12669,151,3,2744.0299999999997,1357.0768815101715,Medium Value
      12670,10,5,2996.05,2003.1355918372678,High Value
      12672,330,1,225.89999999999998,1179.0896794379373,Medium Value
      12673,5,2,590.12,-1632.7283035791006,Low Value
      12674,39,4,1970.6,1168.9228789743315,Medium Value
      12676,25,6,1331.39,3379.325840574254,High Value
      12678,42,12,17628.46,10737.277330296043,High Value
      12679,59,4,1113.02,1415.2763043716272,Medium Value
      12680,1,4,862.81,700.8513707194702,Medium Value
      12681,15,22,13777.46,22318.952002899845,High Value
      12682,4,31,12288.22,32906.28423613246,High Value
      12683,4,14,7739.39,12652.056181419213,High Value
      12684,8,6,1821.25,3169.9254289865535,High Value
      12685,28,6,2863.08,3416.2788543838483,High Value
      12688,114,1,4853.8099999999995,-1481.5273148528545,Low Value
      12689,26,2,1247.61,-1374.0572069119403,Low Value
      12690,206,1,389.01,-348.301558025295,Medium Value
      12691,28,6,1035.8,3416.2788543838483,High Value
      12693,127,4,855.91,2252.877950722432,High Value
      12694,70,2,869.67,-832.07967103789,Low Value
      12695,7,4,582.1,774.7573983386587,Medium Value
      12697,29,3,957.59,-145.67901341333118,Medium Value
      12700,8,4,4939.99,787.0750696085238,Medium Value
      12701,80,2,797.71,-708.9029583392426,Low Value
      12702,20,1,219.0,-2639.388414220144,Low Value
      12703,71,1,283.55,-2011.1871794570402,Low Value
      12704,7,8,2340.84,5540.458117094717,High Value
      12705,15,9,6863.25,6830.42466694265,High Value
      12707,292,1,603.42,711.018171183076,Medium Value
      12708,30,10,2693.11,8206.614915679636,High Value
      12709,15,15,9634.52,13978.975745076737,High Value
      12710,97,3,1143.98,691.9226329374737,Medium Value
      12712,29,13,4396.13,11768.572783476817,High Value
      12713,1,1,843.51,-2873.424168347575,Low Value
      12714,9,5,4701.54,1990.8179205674028,High Value
      12715,106,1,353.86,-1580.0686850117731,Low Value
      12716,4,2,1053.49,-1645.0459748489652,Low Value
      12717,151,2,1030.98,165.65170182115662,Medium Value
      12718,71,1,233.21,-2011.1871794570402,Low Value
      12719,5,2,644.95,-1632.7283035791006,Low Value
      12720,3,25,5776.69,25745.415486728514,High Value
      12721,32,6,2651.09,3465.5495394633076,High Value
      12722,85,4,997.63,1735.5357573881115,High Value
      12723,4,5,725.07,1929.2295642180793,High Value
      12724,5,4,1031.41,750.1220557989286,Medium Value
      12725,371,1,427.8,1684.1142015023938,High Value
      12726,28,7,2609.1,4607.704034072864,High Value
      12727,11,7,3975.66,4398.303622485162,High Value
      12728,71,4,836.33,1563.0883596100043,High Value
      12729,114,1,453.01,-1481.5273148528545,Low Value
      12731,24,12,18890.87,10515.559247438478,High Value
      12732,180,1,236.26000000000002,-668.5610110417792,Low Value
      12733,234,1,383.95,-3.406762469081059,Medium Value
      12734,353,1,102.0,1462.3961186448273,Medium Value
      12735,315,2,779.5699999999999,2185.749790078981,High Value
      12736,333,1,234.0,1216.0426932475316,Medium Value
      12739,78,2,1013.04,-733.5383008789718,Low Value
      12740,64,1,427.6,-2097.4108783460933,Low Value
      12743,134,2,543.29,-43.748709766543925,Medium Value
      12744,52,7,21213.59,4903.328144549618,High Value
      12747,2,11,4196.01,9053.145299812439,High Value
      12748,1,208,33369.0,243751.5880272785,High Value
      12749,4,5,4045.58,1929.2295642180793,High Value
      12750,129,1,275.88,-1296.7622458048832,Low Value
      12752,81,1,4366.78,-1888.0104667583923,Low Value
      12753,23,6,20709.87,3354.690498034525,High Value
      12754,236,3,3010.74,2404.078939448678,High Value
      12755,281,2,3811.95,1766.948966903578,High Value
      12756,87,1,112.07999999999998,-1814.1044391392038,Low Value
      12757,16,13,7857.1,11608.443056968576,High Value
      12758,117,2,2781.51,-253.14912135424538,Medium Value
      12759,52,3,1531.44,137.6274257935588,Medium Value
      12762,8,2,1873.32,-1595.7752897695063,Low Value
      12763,138,2,489.03999999999996,5.521975312914947,Medium Value
      12764,317,1,1693.88,1018.9599529296952,Medium Value
      12766,4,7,6969.83,4312.079923596108,High Value
      12769,239,1,1143.6,58.18159388024242,Medium Value
      12770,211,1,1351.45,-286.71320167597105,Medium Value
      12772,60,1,872.67,-2146.6815634255527,Low Value
      12775,17,5,1386.04,2089.3592907263214,High Value
      12778,20,6,822.23,3317.7374842249305,High Value
      12779,38,8,3981.36,5922.305926460525,High Value
      12781,64,2,826.74,-905.985698657079,Low Value
      12782,5,5,2311.12,1941.5472354879435,High Value
      12783,2,6,2225.91,3096.019401367364,High Value
      12784,9,2,574.42,-1583.4576184996417,Low Value
      12785,364,1,311.95,1597.8905026133402,High Value
      12787,10,3,463.66,-379.71476754076184,Medium Value
      12789,65,1,91.85,-2085.0932070762287,Low Value
      12790,192,1,324.92,-520.7489558034017,Medium Value
      12791,374,1,192.60000000000002,1721.067215311988,High Value
      12792,257,1,400.53999999999996,279.89967673780893,Medium Value
      12793,335,2,545.48,2432.1032154762765,High Value
      12794,53,2,860.41,-1041.4800826255914,Low Value
      12795,19,1,430.48,-2651.7060854900087,Low Value
      12797,366,1,254.03,1622.5258451530694,High Value
      12798,10,3,6977.04,-379.71476754076184,Medium Value
      12802,187,1,208.64,-582.3373121527256,Low Value
      12808,37,3,483.65000000000003,-47.13764325441298,Medium Value
      12809,178,1,489.31,-693.1963535815089,Low Value
      12811,261,3,514.85,2712.020721195297,High Value
      12812,45,1,229.64000000000001,-2331.4466324735245,Low Value
      12814,102,1,125.92,-1629.339370091232,Low Value
      12815,148,2,1063.46,128.69868801156235,Medium Value
      12816,96,2,572.2,-511.8202180214057,Medium Value
      12817,281,1,166.04,575.5237872145631,Medium Value
      12818,262,1,1542.08,341.4880330871324,Medium Value
      12820,3,4,942.34,725.4867132591994,Medium Value
      12821,214,1,92.72,-249.76018786637678,Medium Value
      12822,71,2,948.88,-819.7619997680254,Low Value
      12823,75,5,1759.5,2803.7842243784785,High Value
      12824,60,1,392.08,-2146.6815634255527,Low Value
      12826,3,7,1474.72,4299.7622523262435,High Value
      12827,6,3,430.15000000000003,-428.98545262022117,Medium Value
      12828,3,6,988.71,3108.337072637229,High Value
      12829,337,2,293.0,2456.7385580160058,High Value
      12830,38,6,6814.64,3539.455567082496,High Value
      12831,262,1,215.05,341.4880330871324,Medium Value
      12832,32,2,383.03,-1300.1511792927517,Low Value
      12833,145,1,417.38,-1099.6795054870468,Low Value
      12834,283,1,312.38,600.1591297542932,Medium Value
      12836,59,4,1918.88,1415.2763043716272,Medium Value
      12837,173,1,134.1,-754.7847099308328,Low Value
      12838,34,2,681.83,-1275.515836753022,Low Value
      12839,3,14,5581.34,12639.738510149347,High Value
      12840,144,4,2726.77,2462.2783623101336,High Value
      12841,5,25,3835.75,25770.050829268243,High Value
      12842,70,2,1053.29,-832.07967103789,Low Value
      12843,66,8,1682.1100000000001,6267.20072201674,High Value
      12844,29,2,325.96000000000004,-1337.104193102346,Low Value
      12845,267,4,349.14,3977.3519285035004,High Value
      12847,22,1,848.14,-2614.753071680414,Low Value
      12849,31,2,1011.29,-1312.4688505626164,Low Value
      12851,97,1,135.18,-1690.927726440556,Low Value
      12852,295,1,311.55,747.9711849926703,Medium Value
      12853,135,6,1957.1000000000001,4734.26968025938,High Value
      12854,79,3,1308.25,470.20455007990813,Medium Value
      12855,373,1,38.1,1708.749544042123,High Value
      12856,8,6,2169.85,3169.9254289865535,High Value
      12857,211,2,1106.4,904.7119780130438,Medium Value
      12863,52,1,521.2,-2245.222933584471,Low Value
      12864,138,1,147.12,-1185.9032043761,Low Value
      12865,26,2,1568.23,-1374.0572069119403,Low Value
      12866,283,1,559.12,600.1591297542932,Medium Value
      12867,26,7,4011.2,4583.0686915331335,High Value
      12868,186,6,1602.02,5362.470915022483,High Value
      12871,84,2,380.64,-659.6322732597832,Low Value
      12872,327,2,595.02,2333.561845317358,High Value
      12873,282,1,374.0,587.8414584844281,Medium Value
      12875,143,2,343.2300000000001,67.11033166223888,Medium Value
      12876,58,2,2218.02,-979.8917262762675,Low Value
      12877,4,12,1532.8700000000001,10269.205822041182,High Value
      12878,236,2,854.99,1212.653759759663,Medium Value
      12879,45,3,573.22,51.40372690450522,Medium Value
      12881,276,1,298.0,513.9354308652396,Medium Value
      12882,9,2,1463.04,-1583.4576184996417,Low Value
      12883,25,4,703.47,996.4754811962243,Medium Value
      12884,88,1,309.05,-1801.7867678693387,Low Value
      12885,63,3,1175.22,273.12180976207173,Medium Value
      12886,68,2,1378.4,-856.7150135776196,Low Value
      12888,214,2,354.12,941.6649918226381,Medium Value
      12890,24,1,380.46999999999997,-2590.117729140685,Low Value
      12891,186,3,331.0,1788.1953759554385,High Value
      12893,31,1,188.14,-2503.894030251631,Low Value
      12895,42,2,372.8,-1176.974466594104,Low Value
      12897,205,2,216.5,830.8059503938553,Medium Value
      12901,9,28,17654.54,29393.597053414745,High Value
      12902,265,1,138.68,378.4410468967267,Medium Value
      12904,18,2,509.58,-1472.5985770708585,Low Value
      12906,12,5,2919.81,2027.770934376997,High Value
      12908,176,2,750.0,473.59348356777673,Medium Value
      12909,40,5,2144.02,2372.6657299332114,High Value
      12910,23,6,2652.76,3354.690498034525,High Value
      12912,3,5,1662.3,1916.9118929482142,High Value
      12913,5,5,2443.13,1941.5472354879435,High Value
      12915,149,2,363.65,141.0163592814274,Medium Value
      12916,139,4,3006.15,2400.6900059608092,High Value
      12917,128,1,594.0,-1309.0799170747478,Low Value
      12919,8,6,1335.19,3169.9254289865535,High Value
      12920,17,1,164.23,-2676.3414280297384,Low Value
      12921,9,37,16587.09,40116.42367061588,High Value
      12922,161,1,405.38,-902.5967651692104,Low Value
      12923,64,1,176.97,-2097.4108783460933,Low Value
      12924,88,4,933.7,1772.4887711977058,High Value
      12925,5,2,694.05,-1632.7283035791006,Low Value
      12928,35,5,2062.7000000000003,2311.077373583887,High Value
      12929,312,1,117.85,957.3715965803717,Medium Value
      12930,78,2,415.8,-733.5383008789718,Low Value
      12931,22,15,42055.96,14065.199443965792,High Value
      12933,24,3,607.53,-207.2673697626551,Medium Value
      12935,2,7,2160.7,4287.444581056379,High Value
      12936,17,4,1063.9,897.9341110373066,Medium Value
      12937,15,4,1504.27,873.2987684975765,Medium Value
      12938,26,1,114.14,-2565.482386600955,Low Value
      12939,64,8,11581.8,6242.56537947701,High Value
      12940,55,2,913.54,-1016.8447400858618,Low Value
      12942,131,3,683.9,1110.7234561128757,Medium Value
      12944,36,2,604.51,-1250.8804942132924,Low Value
      12945,288,1,462.95,661.7474861036167,Medium Value
      12947,144,6,1593.49,4845.128721688163,High Value
      12948,16,7,2064.95,4459.8919788344865,High Value
      12949,31,8,4141.54,5836.082227571473,High Value
      12950,2,3,1843.0,-478.25613769968004,Medium Value
      12951,9,6,1059.03,3182.2431002564176,High Value
      12952,6,4,1387.79,762.4397270687937,Medium Value
      12953,10,1,329.85,-2762.5651269187915,Low Value
      12955,1,11,4757.16,9040.827628542573,High Value
      12956,306,1,108.07,883.4655689611832,Medium Value
      12957,10,8,3970.7400000000002,5577.411130904311,High Value
      12962,7,2,266.39,-1608.092961039371,Low Value
      12963,8,8,1856.63,5552.775788364583,High Value
      12965,89,1,771.91,-1789.4690965994741,Low Value
      12966,10,1,160.18,-2762.5651269187915,Low Value
      12967,358,1,292.5,1523.9844749941517,High Value
      12968,112,1,135.95,-1506.1626573925842,Low Value
      12970,7,4,447.56,774.7573983386587,Medium Value
      12971,4,86,11189.91,98434.66911902829,High Value
      12976,212,1,738.6,-274.39553040610645,Medium Value
      12977,156,1,37.29,-964.1851215185338,Low Value
      12980,158,9,7374.900000000001,8591.851658533315,High Value
      12981,30,2,372.21999999999997,-1324.786521832481,Low Value
      12982,243,1,338.7,107.45227895970174,Medium Value
      12984,19,1,97.5,-2651.7060854900087,Low Value
      12985,1,2,1191.98,-1681.99898865856,Low Value
      12987,74,2,558.7,-782.8089859584311,Low Value
      12988,292,1,535.32,711.018171183076,Medium Value
      12989,3,15,6924.110000000001,13831.16368983836,High Value
      12990,31,3,409.5,-121.04367087360151,Medium Value
      12991,23,2,503.76,-1411.0102207215346,Low Value
      12993,23,4,414.76,971.8401386564951,Medium Value
      12994,4,3,974.4200000000001,-453.6207951599504,Medium Value
      12995,85,1,211.32,-1838.739781678933,Low Value
      12997,22,4,1226.89,959.5224673866301,Medium Value
      12999,196,3,455.88,1911.3720886540873,High Value
      13000,107,3,534.85,815.0993456361216,Medium Value
      13001,4,13,9717.720000000001,11460.631001730197,High Value
      13002,318,1,101.14999999999999,1031.2776241995603,Medium Value
      13003,106,3,149.05,802.7816743662565,Medium Value
      13004,12,18,5625.07,17516.29827033419,High Value
      13005,174,2,513.7,448.9581410280466,Medium Value
      13006,56,1,81.57,-2195.952248505012,Low Value
      13008,323,1,189.86999999999998,1092.8659805488846,Medium Value
      13011,372,1,50.550000000000004,1696.431872772258,High Value
      13012,9,8,1649.24,5565.093459634447,High Value
      13013,1,13,4771.34,11423.677987920602,High Value
      13014,11,10,3466.2799999999997,7972.579161552207,High Value
      13015,53,5,3346.28,2532.7954564414536,High Value
      13016,73,3,789.89,396.2985224607187,Medium Value
      13017,7,1,204.0,-2799.5181407283862,Low Value
      13018,16,28,7263.06,29479.820752303796,High Value
      13021,4,9,2593.88,6694.930282974137,High Value
      13023,64,2,689.9,-905.985698657079,Low Value
      13026,1,5,945.36,1892.276550408485,High Value
      13027,114,6,6912.0,4475.598583592218,High Value
      13028,23,2,637.92,-1411.0102207215346,Low Value
      13029,31,3,1247.5,-121.04367087360151,Medium Value
      13030,11,2,799.48,-1558.822275959912,Low Value
      13032,52,2,1010.18,-1053.797753895456,Low Value
